label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
6	1028 m^2	0.6824	Bakersfield	volleyball	1306 kg	1.1447	606	986	1182	0.9375	0.3398	boxing	1242	1056
5	633 m^2	0.8437	San Bernardino	boxing	1319 kg	-0.1015	841	1237	694	0.9328	0.7596	football	NULL	545
0	?	0.5903	Riverside	baseball	762 kg	1.031	1246	1062	624	1.236	0.797	tennis	1002	101
0	889 m^2	1.0065	Fresno	baseball	1112 kg	1.1292	630	573	294	0.975	0.7909	running, golf	827	212
4	355 m^2	0.8161	LONG BEACH	tennis	515 kg	0.8685	1203	641	1082	0.6898	1.0048	motor sports	260	722
3	887 m^2	1.2182	Santa Ana	badminton	783 kg	1.0263	981	953	1060	1.2751	0.6449	volleyball	1229	996
5	1374 m^2	1.0878	San Bernardino	boxing	1030 kg	0.2589	1305	1008	1496	0.9711	1.0657	football	394	1054
7	893 m^2	0.0258	San Francisco	soccer	1047 kg	0.7974	858	830	1234	0.9218	0.9125	baseball, track & field	49	777
1	1095 m^2	1.0444	Fremont	golf	964 kg	0.9805	943	470	596	1.1482	0.2529	ice hockey	900	184
3	884 m^2	1.2598	Santa Ana	badminton	N/A	0.8604	889	1290	761	0.5747	0.7116	volleyball	337	848
3	1033 m^2	0.9541	Santa Ana	badminton	987 kg	0.9982	743	1007	1360	1.083	0.8743	volleyball	910	809
3	1323 m^2	1.0135	Santa Ana	badminton	1002 kg	0.8926	1055	977	1222	1.4266	0.9649	volleyball	894	801
2	918 m^2	0.8273	Anaheim	running	1036 kg	-0.2209	1109	859	367	0.5209	1.1804	BASKETBALL, GOLF	945	1003
4	375 m^2	0.9586	Modesto	tennis	301 kg	0.8295	844	N/A	917	0.2803	0.6521	badminton	804	923
2	1426 m^2	0.5368	San Jose	basketball	672 kg	0.0696	1243	948	802	0.7583	0.8771	basketball	1165	1088
1	1131 m^2	0.0826	Sacramento	golf	1047 kg	1.4574	762	456	518	1.2206	0.127	ice hockey	1188	431
6	875 m^2	0.8092	Bakersfield	football	936 kg	1.4604	544	1095	822	0.8373	0.1775	boxing	731	1364
0	948 m^2	1.0476	Fresno	baseball	954 kg	0.8757	929	969	1033	0.8684	0.8083	tennis	786	-268
6	888 m^2	1.078	Bakersfield	volleyball	752 kg	0.7535	395	1151	1361	0.8225	0.2795	boxing	798	940
6	1204 m^2	1.1228	Bakersfield	volleyball	1367 kg	0.8263	430	810	783	1.3231	0.3509	boxing	1124	893
5	1182 m^2	1.0036	San Bernardino	motor sports	827 kg	0.1311	1160	1008	1006	1.2096	0.9176	football	360	1361
1	900 m^2	0.4957	Sacramento	golf	1076 kg	0.6707	1049	255	792	1.0611	0.0454	ice hockey	617	379
6	790 m^2	1.1058	Bakersfield	volleyball	921 kg	0.815	386	775	1268	0.5813	0.4993	boxing	930	770
1	884 m^2	0.7509	Fremont	track & field	772 kg	0.8501	885	-29	1589	1.2571	0.242	ice hockey	1062	319
2	942 m^2	0.9967	Anaheim	basketball	778 kg	0.156	877	583	563	1.2014	0.7371	tennis	1069	534
7	1010 m^2	0.0063	Moreno Valley	soccer	945 kg	0.6425	1177	813	647	0.7358	0.8152	boxing	-56	947
7	943 m^2	0.1649	Oakland	soccer	906 kg	0.5731	1359	843	782	1.0901	0.5906	track & field	266	1078
0	1031 m^2	NULL	Fresno	track & field	861 kg	0.9693	1042	1025	999	1.2933	1.0438	tennis	1379	-72
6	915 m^2	1.1368	Bakersfield	football	899 kg	0.7894	653	1021	694	1.0538	0.2875	boxing	812	1236
2	1036 m^2	0.5916	San Diego	tennis	1412 kg	0.2117	1348	1117	580	0.8165	1.3613	running, golf	934	1266
3	1190 m^2	1.2281	Santa Ana	badminton	669 kg	0.6474	1001	1135	1058	1.2931	1.41	volleyball	915	818
4	286 m^2	1.2	Modesto	running	754 kg	1.1008	1112	656	852	0.4326	0.431	motor sports	811	992
7	1101 m^2	0.0971	Oakland	soccer	707 kg	0.5157	1108	855	1140	1.3069	0.9508	track & field, soccer	-63	1065
3	1079 m^2	0.9504	Santa Ana	badminton	1112 kg	0.9517	1014	1073	889	1.263	0.9658	NULL	824	616
0	982 m^2	1.5934	fRESNO	soccer	1003 kg	0.9911	837	687	986	0.9485	1.1587	tennis	715	298
0	1148 m^2	0.9718	Fresno	track & field	1254 kg	0.8766	1007	1085	949	1.0628	1.2624	tennis	645	363
5	936 m^2	0.5071	San Bernardino	boxing	907 kg	-0.2127	1048	774	1119	0.7612	1.0062	football	299	1103
7	749 m^2	0.2167	San Francisco	soccer	944 kg	0.5413	946	957	1121	0.9151	1.005	baseball, soccer	-48	922
5	1231 m^2	0.8583	San Bernardino	boxing	904 kg	-0.1003	1253	1237	773	0.676	1.1372	football	331	866
1	881 m^2	0.6928	Sacramento	badminton	1438 kg	0.7822	NULL	583	1237	0.4824	0.2939	tennis	1250	428
0	722 m^2	0.7304	Fresno	baseball	605 kg	1.2046	1002	721	884	0.7019	1.0888	tennis	1042	137
2	1382 m^2	1.0584	SAN DIEGO	basketball	607 kg	0.5727	734	1063	226	0.934	1.0683	running, golf	567	1173
0	1294 m^2	1.0576	Fresno	track & field	867 kg	0.9912	1056	552	1075	0.9445	0.7756	tennis	707	701
5	755 m^2	1.0201	San Bernardino	motor sports	882 kg	0.3688	1297	748	417	1.1589	0.6955	football	-88	464
2	1227 m^2	1.1555	Anaheim	badminton	1167 kg	0.2358	1009	790	676	0.833	0.8455	None	898	777
6	830 m^2	1.3368	Bakersfield	football	939 kg	0.7182	431	1099	1660	0.9126	0.112	tennis	1194	1062
1	897 m^2	0.4012	Fremont	ice hockey	NULL	?	1181	312	695	0.5973	0.2333	ice hockey	1358	526
5	1219 m^2	1.5193	San Bernardino	motor sports	584 kg	-0.1208	1004	1127	1170	1.0771	0.9176	motor sports	405	654
1	1017 m^2	1.062	N/A	running	1278 kg	1.1683	1050	369	837	0.8455	0.2236	ice hockey	1089	338
0	1228 m^2	1.0635	Fresno	baseball	917 kg	0.8111	1020	1346	823	1.0255	1.1354	tennis	405	-176
0	795 m^2	0.8372	Riverside	baseball	864 kg	0.7428	995	1193	1066	0.6349	0.9319	tennis	1477	22
5	539 m^2	0.7603	San Bernardino	badminton	818 kg	-0.075	1088	988	1023	None	0.8156	football	-100	966
6	1069 m^2	1.0945	Bakersfield	volleyball	790 kg	0.8662	436	997	1365	0.6582	0.343	boxing	789	934
7	1421 m^2	-0.1071	Moreno Valley	soccer	875 kg	0.5824	1197	1127	1004	1.0429	0.6665	baseball, track & field	-145	719
4	196 m^2	1.1186	Chula Vista	tennis	425 kg	1.0853	957	671	724	0.2209	0.6508	motor sports	1103	1236
5	1148 m^2	0.8761	San Bernardino	motor sports	1003 kg	0.1285	1263	1592	1002	1.2464	1.0934	football	273	1184
2	957 m^2	0.939	Los Angeles	basketball	1202 kg	0.1574	957	795	752	1.4712	0.784	running	876	1253
3	1013 m^2	0.9877	Santa Ana	badminton	1211 kg	1.0107	1457	1026	944	1.004	0.993	VOLLEYBALL	1118	637
7	1050 m^2	0.397	Oakland	soccer	1023 kg	0.312	1025	740	951	0.9401	1.1651	soccer, track & field	-43	847
2	707 m^2	0.9012	Stockton	basketball	780 kg	0.3314	921	1119	686	1.0665	0.9143	golf, basketball	1004	996
0	1244 m^2	0.646	Fresno	track & field	1128 kg	0.9425	985	766	911	0.7408	1.0666	tennis	807	330
3	959 m^2	1.1835	Santa Ana	badminton	872 kg	0.9541	1228	1261	1491	1.0704	1.1671	volleyball	925	764
5	1024 m^2	1.2802	San Bernardino	boxing	898 kg	0.3763	974	901	1237	0.9653	0.9621	football	-132	1155
5	1161 m^2	0.9	San Bernardino	boxing	747 kg	-0.012	1120	959	1121	1.1493	0.947	football	222	1007
3	1163 m^2	1.102	Santa Ana	badminton	1347 kg	1.037	1172	969	1106	1.1238	1.3052	volleyball	909	1038
6	679 m^2	0.876	Bakersfield	football	730 kg	0.9016	450	935	843	0.6541	0.4816	boxing	1120	1082
7	1162 m^2	0.1887	Moreno Valley	soccer	805 kg	0.4061	1439	932	862	0.8142	0.8458	baseball	37	822
4	871 m^2	1.4962	Chula Vista	running	877 kg	0.8899	947	797	877	0.3485	0.7791	badminton	825	918
5	733 m^2	1.1947	San Bernardino	motor sports	576 kg	0.0249	1202	961	948	1.1085	0.934	football	?	754
2	911 m^2	0.7133	Fresno	volleyball	699 kg	0.2733	1110	1027	311	0.7285	0.847	running	947	1128
2	1184 m^2	0.7359	San Jose	basketball	980 kg	0.1948	893	600	575	0.9151	1.0758	basketball, golf	1237	1129
1	893 m^2	0.0993	Fremont	golf	677 kg	1.2931	882	143	1206	1.1524	0.193	ice hockey	1081	562
0	961 m^2	1.127	Fresno	track & field	1263 kg	1.1712	826	1165	1003	0.6519	1.2065	tennis	908	102
4	96 m^2	1.41	Long Beach	running	332 kg	0.8733	578	645	1400	0.9656	0.9519	motor sports	883	1080
1	883 m^2	0.7314	Sacramento	ice hockey	708 kg	0.8441	860	-100	1231	1.0297	0.3981	ice hockey	N/A	485
3	1024 m^2	0.8643	Santa Ana	badminton	1357 kg	1.2868	1312	1065	833	0.7929	1.1441	baseball	990	853
1	878 m^2	0.9173	Fremont	ice hockey	1086 kg	1.0317	1183	299	1057	1.0488	0.0645	ICE HOCKEY	1077	436
2	1207 m^2	0.6595	Santa Clarita	basketball	1024 kg	0.2587	1194	994	336	0.9304	None	golf, basketball	1091	1078
7	1628 m^2	0.6674	Oakland	soccer	1191 kg	0.5081	1170	1061	1316	0.8619	0.9074	soccer	-38	1180
7	1176 m^2	-0.2607	Moreno Valley	soccer	592 kg	0.6001	1132	1071	857	1.0938	0.5721	track & field	-138	978
1	1429 m^2	0.5625	San Bernardino	golf	1018 kg	1.144	846	169	695	1.0886	0.2702	ice hockey	1252	337
2	997 m^2	0.9613	San Diego	basketball	832 kg	0.3583	963	1230	646	0.9841	0.747	BASKETBALL, GOLF	1361	764
7	945 m^2	0.2599	San Francisco	soccer	1125 kg	0.5334	884	989	1248	1.1244	1.3938	soccer	55	934
0	1208 m^2	0.906	Santa Ana	track & field	1002 kg	1.0251	1006	995	771	0.858	1.1296	tennis	879	-342
5	938 m^2	0.6515	San Bernardino	motor sports	1220 kg	0.1943	1094	1135	1027	1.1019	0.8803	football	437	1052
1	1083 m^2	0.2014	Sacramento	golf	783 kg	0.846	855	369	1021	1.1639	0.2686	ice hockey	986	428
4	373 m^2	0.889	Long Beach	tennis	624 kg	0.8493	964	693	1487	0.2269	None	badminton	580	1060
3	679 m^2	1.0769	Santa Ana	badminton	1327 kg	0.8675	1313	None	747	0.9772	0.9612	volleyball	728	540
7	1061 m^2	0.0478	Oakland	soccer	987 kg	0.5463	948	797	1287	0.7076	1.315	baseball, soccer	45	1023
4	126 m^2	1.0521	Modesto	running	254 kg	0.9909	960	514	1017	0.6585	0.857	baseball	1136	891
5	1163 m^2	0.9534	San Bernardino	motor sports	957 kg	0.2526	1315	988	957	1.2282	1.1169	football	179	1183
5	1127 m^2	0.793	San Bernardino	badminton	708 kg	0.197	970	1059	633	1.0751	0.8798	football	399	1021
6	1312 m^2	1.2878	Irvine	football	1017 kg	1.0686	581	1037	577	1.0256	0.5091	boxing	781	1037
1	1178 m^2	0.5503	Fremont	ice hockey	1069 kg	0.5212	1283	356	708	1.007	-0.0043	ice hockey	572	713
0	359 m^2	0.8311	Fresno	ice hockey	1099 kg	1.0599	1044	866	1188	0.5916	0.8091	soccer	945	-36
5	976 m^2	0.8015	San Bernardino	boxing	912 kg	-0.0122	1321	690	1305	1.1056	1.1111	football	211	1051
1	1178 m^2	0.5705	Fremont	ice hockey	1304 kg	0.8649	1029	65	906	1.2987	-0.058	ice hockey	515	485
7	1151 m^2	0.2117	Oakland	soccer	1119 kg	0.4807	1151	955	483	1.1628	1.1249	soccer, baseball	165	899
7	1527 m^2	0.1711	Moreno Valley	soccer	1134 kg	0.4294	?	975	1166	0.4397	0.8669	baseball, soccer	-251	1080
2	1043 m^2	0.7033	Santa Clarita	basketball	963 kg	0.3638	1168	946	885	0.8651	1.1011	basketball, running	922	922
3	1144 m^2	0.9637	Santa Ana	badminton	834 kg	0.8688	1148	971	1054	1.2161	1.0837	volleyball	471	790
3	726 m^2	1.4211	Santa Ana	badminton	519 kg	0.7933	993	1149	955	0.9493	0.8368	volleyball	960	485
1	1268 m^2	0.8142	Fremont	golf	710 kg	0.861	1331	189	1275	1.1323	0.025	ice hockey	691	348
6	821 m^2	0.9769	Irvine	volleyball	647 kg	0.757	378	1035	990	1.5226	-0.0192	boxing	748	659
3	1232 m^2	0.418	Santa Ana	badminton	666 kg	0.6695	865	1041	893	0.8677	0.9438	volleyball	623	689
0	1006 m^2	1.0945	Riverside	track & field	992 kg	1.0567	1317	1279	476	0.7155	0.8828	tennis	864	-166
6	867 m^2	1.3113	Irvine	volleyball	1160 kg	0.9216	457	1113	1329	0.9973	0.2322	boxing	?	956
2	766 m^2	0.9511	Santa Clarita	basketball	885 kg	0.4362	905	1041	403	1.1296	0.6271	running, golf	784	817
6	848 m^2	0.9052	Bakersfield	volleyball	1190 kg	0.9407	627	831	992	1.1989	0.278	boxing	814	1016
0	1058 m^2	0.7537	Riverside	baseball	1306 kg	0.7889	1177	1140	1123	1.0531	0.9169	volleyball	1004	94
1	909 m^2	0.4159	Sacramento	golf	1300 kg	0.9347	1074	419	1127	0.7046	0.2473	ice hockey	1060	522
1	1096 m^2	0.6902	Sacramento	BASEBALL	1188 kg	0.9317	1107	-103	360	1.5339	0.0264	ice hockey	1322	471
2	866 m^2	0.3392	San Diego	basketball	917 kg	0.0449	835	1203	470	0.6722	1.0484	golf	945	1087
7	1245 m^2	0.2812	Oakland	soccer	1069 kg	0.6572	928	1019	1536	0.946	0.6704	soccer	-181	1139
4	352 m^2	0.6755	Chula Vista	running	290 kg	1.0438	1095	482	1101	0.3961	0.799	badminton	692	843
7	644 m^2	0.0209	San Francisco	soccer	690 kg	0.4074	1286	1096	955	0.993	1.0499	Track & Field	128	1041
1	1044 m^2	0.4997	Sacramento	ice hockey	430 kg	1.152	1012	1	687	0.9286	-0.4209	ice hockey	855	312
4	38 m^2	0.995	Chula Vista	tennis	404 kg	0.8117	699	825	465	0.1696	0.3921	badminton	438	1187
2	1192 m^2	0.6312	Santa Clarita	basketball	889 kg	0.5207	1026	1183	355	0.6868	0.8555	basketball	820	843
0	1170 m^2	0.9086	Riverside	baseball	1002 kg	0.7723	1174	1029	1032	0.6827	0.9944	tennis	1268	196
4	292 m^2	1.265	Chula Vista	running	412 kg	1.2059	800	537	643	0.6247	0.899	badminton	842	559
6	805 m^2	1.076	Bakersfield	volleyball	893 kg	1.0436	327	1102	1157	1.1105	0.3528	boxing	1227	1132
3	689 m^2	0.4954	Santa Ana	badminton	1101 kg	1.2985	905	991	1149	1.2143	0.8858	volleyball	823	747
1	800 m^2	0.7081	Sacramento	golf	1278 kg	0.9512	543	121	1167	1.32	0.1806	tennis	1018	296
2	799 m^2	1.1658	Stockton	soccer	604 kg	0.5095	946	1285	162	1.0886	0.9087	basketball, running	1919	1072
7	1323 m^2	-0.1816	Oakland	basketball	1031 kg	0.6382	1305	741	1058	1.1742	0.9296	soccer, baseball	?	976
7	1068 m^2	0.2376	Sacramento	soccer	954 kg	0.762	1519	1112	416	1.1423	1.084	track & field	234	1150
0	1065 m^2	0.783	Riverside	track & field	732 kg	0.9971	909	1116	1176	1.1789	1.0457	tennis	916	347
4	-89 m^2	1.472	Long Beach	motor sports	266 kg	0.5864	991	825	954	0.7193	1.3257	motor sports	629	986
6	1007 m^2	0.8982	Bakersfield	volleyball	1059 kg	0.9247	474	1191	1342	1.578	0.3763	boxing	1056	1129
5	429 m^2	1.0952	San Bernardino	motor sports	825 kg	0.2826	574	996	820	1.0107	1.2755	football	422	961
7	1181 m^2	0.1087	San Francisco	soccer	1202 kg	0.7182	999	916	925	1.0916	1.1618	soccer, track & field	44	992
3	627 m^2	1.1888	Santa Ana	badminton	1010 kg	0.9452	789	837	908	0.8854	1.2525	volleyball	838	837
5	837 m^2	1.2552	San Bernardino	motor sports	775 kg	0.3225	1305	1053	1091	1.0673	1.0953	football	486	801
3	790 m^2	1.0529	Santa Ana	BADMINTON	980 kg	0.7473	913	765		1.0169	0.9692	N/A	867	310
1	934 m^2	0.6206	Sacramento	ice hockey	1205 kg	1.0017	853	293	1126	1.1178	0.092	ice hockey	1227	74
6	666 m^2	0.8778	Bakersfield	volleyball	1051 kg	0.8075	504	937	1304	0.7061	0.6682	boxing	855	1462
5	1284 m^2	0.8418	San Bernardino	boxing	751 kg	-0.2126	1174	1013	1291	0.8513	1.0489	football	482	1259
0	657 m^2	1.069	Riverside	baseball	1030 kg	0.8646	1180	1186	1279	1.0566	0.486	tennis	960	200
7	1094 m^2	0.1192	Oakland	soccer	1144 kg	0.709	899	1077	1266	0.7097	0.9064	NULL	-461	980
5	1085 m^2	1.1818	San Bernardino	boxing	1047 kg	0.3073	711	1093	896	1.139	1.243	football	285	949
1	487 m^2	None	Sacramento	ice hockey	961 kg	0.9285	986	494	1007	1.268	0.0842	ice hockey	525	354
0	776 m^2	1.0577	Riverside	track & field	823 kg	0.8226	988	985	705	1.1323	1.1796	tennis	784	312
3	1076 m^2	1.1525	Santa Ana	track & field	980 kg	0.8999	1327	663	1038	0.6177	1.1413	volleyball	1284	1316
2	1103 m^2	0.3794	Stockton	basketball	1113 kg	0.2984	1116	994	491	0.9704	1.0211	running	747	779
5	1094 m^2	0.7014	San Bernardino	boxing	1222 kg	0.3396	1406	791	1104	0.8041	1.2713	football	459	833
6	896 m^2	1.4986	Bakersfield		773 kg	0.599	199	842	1005	0.8716	0.5027	boxing	408	450
3	895 m^2	1.2919	Santa Ana	badminton	1073 kg	1.0628	788	709	925	0.8462	0.9428	volleyball	1046	700
7	1117 m^2	0.1505	Moreno Valley	soccer	1349 kg	0.6843	1237	1115	1257	1.1026	1.1872	baseball, soccer	-411	914
1	1078 m^2	1.0613	Fremont	baseball	1006 kg	0.8023	923	253	1109	1.0474	0.1845	ice hockey	1185	494
5	1280 m^2	1.0254	San Bernardino	soccer	1384 kg	0.0775	847	1114	375	0.7173	0.8307	football	330	1594
4	551 m^2	0.843	Modesto	running	227 kg	1.0157	787	786	1248	0.3533	0.5387	motor sports	375	905
3	1309 m^2	1.1274	Santa Ana	golf	967 kg	0.9051	801	1361	919	1.0257	0.9692	volleyball	694	665
0	796 m^2	1.0196	Fresno	track & field	820 kg	1.1874	901	877	1059	0.5422	0.9182	tennis	915	67
0	857 m^2	1.1333	Fresno	golf	1281 kg	0.9285	1019	727	797	0.8916	1.0202	tennis	1241	-32
3	897 m^2	1.2869	Santa Ana	badminton	811 kg	1.0875	861	1181	496	0.8499	1.0617	volleyball	1265	906
4	378 m^2	1.2523	Chula Vista	tennis	528 kg	1.1146	1117	425	1025	NULL	0.8903	badminton	804	705
3	645 m^2	1.322	Santa Ana	badminton	1071 kg	0.813	963	930	1106	1.1891	1.1413	volleyball	None	756
7	948 m^2	0.086	San Francisco	soccer	1114 kg	0.7044	1201	748	1657	0.6346	1.0117	baseball	-327	1144
0	1133 m^2	None	Fresno	baseball	1002 kg	1.0362	1191	1270	1006	1.27	1.026	tennis	1098	117
4	339 m^2	1.0102	Chula Vista	running	466 kg	1.0277	832	583	1164	0.7163	0.6358	basketball	1102	1001
7	1289 m^2	0.4061	San Francisco	running	1046 kg	0.8233	1070	1307	987	1.1403	1.0164	soccer, track & field	-215	1119
2	1276 m^2	0.7225	SAN DIEGO	basketball	909 kg	0.4455	772	1224	200	1.3519	0.9419	BASKETBALL, RUNNING	?	828
6	1078 m^2	1.1503	Bakersfield	soccer	1076 kg	0.9978	296	1060	1285	1.3082	-0.0166	boxing	692	1177
2	1048 m^2	0.9387	San Jose	basketball	1101 kg	0.1557	815	920	n/a	1.0117	0.8702	golf	945	1174
4	534 m^2	1.2295	Chula Vista	running	297 kg	1.123	1238	786	858	0.2105	0.7781	badminton	780	1232
0	1009 m^2	0.9951	Fresno	track & field	724 kg	0.9766	1212	665	1094	0.8242	0.8239	tennis	816	190
0	1035 m^2	0.7184	Riverside	track & field	1031 kg	1.2035	915	881	1007	0.691	1.1976	ice hockey	788	355
1	1246 m^2	0.7241	Sacramento	ice hockey	801 kg	0.7607	1078	-83	760	0.972	-0.1802	ice hockey	1250	531
4	582 m^2	1.1859	Long Beach	running	350 kg	0.8577	1040	939	996	0.5639	1.0357	badminton	522	1232
7	753 m^2	0.5272	San Francisco	soccer	1127 kg	1.0625	1095	1345	732	0.9116	0.9545	baseball	342	1112
1	618 m^2	0.4717	Sacramento	ice hockey	1001 kg	1.0008	936	228	1262	1.1043	-0.0983	ice hockey	743	581
7	1037 m^2	0.1967	San Francisco	soccer	707 kg	0.4435	883	1026	686	1.0133	1.0836	track & field, soccer	84	1047
5	994 m^2	1.1303	San Bernardino	boxing	741 kg	0.2686	1244	705	1361	0.9375	1.057	football	191	666
2	535 m^2	0.6996	Santa Clarita	basketball	1166 kg	0.3061	809	1301	22	1.3342	1.0121	running	416	860
0	908 m^2	0.9003	Riverside	track & field	960 kg	0.9869	943	1029	1425	0.7543	1.203	tennis	701	365
0	1239 m^2	1.29	Riverside	track & field	1352 kg	1.0878	782	1101	1151	1.1359	0.986	tennis	1252	222
7	912 m^2	-0.0212	Moreno Valley	soccer	1172 kg	0.7575	1021	1205	1407	0.3462	1.1114	baseball, track & field	148	785
0	1106 m^2	1.2757	Fresno	baseball	859 kg	1.1998	1249	1095	860	0.8728	0.8602	tennis	1186	494
6	613 m^2		BAKERSFIELD	volleyball	592 kg	1.0072	252	971	1129	0.8853	0.1338	boxing	744	874
6	1248 m^2	0.7515	Bakersfield	football	1137 kg	1.1164	602	961	1022	0.8662	0.3603	boxing	892	930
7	1205 m^2	0.1442	Oakland	soccer	697 kg	0.5788	1319	1074	1109	1.485	1.0845	track & field	158	1014
7	n/a	0.3146	San Francisco	basketball	1263 kg	0.4634	1273	923	800	1.4744	1.0489	baseball, soccer	n/a	1062
5	971 m^2	0.7404	San Bernardino	motor sports	471 kg	0.1067	1010	1611	754	1.0585	1.0358	football	-195	1127
5	1155 m^2	1.0657	San Bernardino	boxing	1031 kg	0.0184	950	1185	944	1.0685	0.8463	football	221	784
0	898 m^2	0.9096	Fresno	track & field	1125 kg	1.2499	843	967	901	0.4473	0.783	tennis	1091	-12
3	821 m^2	0.7082	santa ana	basketball	1029 kg	1.1762	1126	1360	1530	1.5156	0.8071	volleyball	1139	776
5	771 m^2	0.5463	San Bernardino	motor sports	1100 kg	0.2978	1293	1375	1145	0.8921	0.7322	football	-180	1286
2	776 m^2	0.7438	Anaheim	basketball	1232 kg	0.2883	705	1125	609	0.7319	1.2484	golf	1285	1026
2	1054 m^2	0.6835	Santa Clarita	motor sports	935 kg	0.4338	1119	964	145	1.2041	0.9599	running	1216	1060
2	1301 m^2	0.5199	San Jose	basketball	741 kg	0.5793	698	1119	-43	1.0691	0.5833	running, golf	1050	974
3	1408 m^2	1.0687	Santa Ana	badminton	894 kg	1.1166	642	1068	1050	1.0591	0.8653	volleyball	565	804
4	558 m^2	0.8114	Long Beach	tennis	424 kg	1.1066	1165	670	1287	0.3011	0.9135	badminton	36	1171
1	1131 m^2	0.9465	Fremont	golf	1472 kg	0.8846	947	380	57	0.9722	0.099	ice hockey	588	491
5	953 m^2	0.8605	San Bernardino	motor sports	868 kg	0.2823	1127	816	676	0.8158	1.1297	football	-64	1080
7	1130 m^2	0.5305	OAKLAND	soccer	849 kg	0.5242	958	1205	752	1.1696	0.8717	soccer	-426	823
2	1145 m^2	0.3106	Stockton	basketball	967 kg	-0.2523	915	926	1029	0.5806	0.9271	basketball	641	959
4	470 m^2	0.9747	Modesto	running	496 kg	0.6739	822	1062	1324	0.1894	0.9986	motor sports	644	954
2	1313 m^2	1.1582	Los Angeles	basketball	714 kg	0.2861	987	887	337	1.3669	1.1291	running	1349	1179
2	1155 m^2	1.141	San Jose	basketball	944 kg	-0.1037	1237	954	521	1.031	0.894	basketball	989	872
7	1096 m^2	0.1521	San Francisco	golf	1031 kg	0.695	1260	1055	1154	0.7463	1.3661	baseball, soccer	62	975
0	1101 m^2	1.3618	Fresno	track & field	1139 kg	1.1345	911	1048	1171	1.1154	1.0712	TENNIS	1276	-134
4	673 m^2	0.9519	Modesto	RUNNING	198 kg	0.8476	1144	735	825	0.1378	0.7319	motor sports	952	1023
4	702 m^2	1.2035	Long Beach	running	323 kg	0.824	1041	788	897	0.3507	0.6546	motor sports	770	982
2	613 m^2	0.4748	Anaheim	basketball	1050 kg	0.4946	1156	1119	645	0.6996	1.0173	running, basketball	1115	1181
3	649 m^2	1.1211	Santa Ana	badminton	795 kg	1.1225	1100	1127	1100	1.0195	0.9555	volleyball	1053	537
6	1259 m^2	0.9388	Bakersfield	badminton	1153 kg	0.984	358	1159	1199	0.7698	0.0875	boxing	816	1025
7	637 m^2	0.2952	Oakland	soccer	1260 kg	0.618	1036	737	1121	0.6542	1.2777	baseball	403	826
1	1037 m^2	0.5412	Fremont	golf	1473 kg	1.0284	1258	404	1186	n/a	0.1784	ice hockey	880	208
7	841 m^2	-0.0895	San Francisco	soccer	905 kg	0.6193	1536	812	770	1.1434	1.136	baseball, soccer	154	974
2	1015 m^2	0.8667	Los Angeles	basketball	790 kg	0.2427	1038	1281	205	0.9823	0.9844	running, basketball	797	918
6	1213 m^2	1.207	Bakersfield	volleyball	1035 kg	0.8405	409	1177	1394	0.6501	0.5919	boxing	956	968
2	1029 m^2	0.8334	Los Angeles	basketball	457 kg	0.4005	781	1264	989	1.3879	1.1794	basketball, golf	1500	1146
4	485 m^2	1.1763	Modesto	tennis	438 kg	1.2105	977	813	1117	0.4427	0.7948	badminton	631	1275
1	1446 m^2	0.7838	Fremont	ice hockey	871 kg	1.1141	940	426	936	0.6937	0.1623	ice hockey	804	31
6	893 m^2	0.7522	Bakersfield	football	1358 kg	1.0753	700	672	1054	0.6231	0.3282	boxing	608	804
5	1146 m^2	1.072	San Bernardino	motor sports	903 kg	0.3044	798	665	747	0.8056	1.0908	football	331	1025
4	498 m^2	1.3542	Modesto	running	295 kg	1.0977	737	728	905	0.2049	0.7088	motor sports	735	924
2	798 m^2	1.1539	Stockton	basketball	1007 kg	0.0057	1002	850	105	1.092	0.6733	Running, Basketball	1369	888
7	1026 m^2	0.2919	Moreno Valley	SOCCER	893 kg	0.4133	1104	935	1146	1.2199	0.7758	baseball	-120	1309
0	542 m^2	0.804	Riverside	baseball	985 kg	1.2153	1110	902	965	n/a	0.8908	tennis	934	-56
5	1468 m^2	1.1619	San Bernardino	basketball	928 kg	0.3296	1086	873	646	0.8152	0.8978	football	157	1146
6	1212 m^2	1.3982	Oakland	football	682 kg	1.1652	270	515	910	0.7906	0.6006	boxing	1114	1185
3	1312 m^2	1.0885	Santa Ana	badminton	1316 kg	0.9763	974	902	940	0.9358	0.9408	volleyball	1281	917
7	913 m^2	-0.039	San Francisco	soccer	1018 kg	0.6808	1180	511	1245	0.3532	0.964	soccer, baseball	-355	1220
5	1231 m^2	0.9822	Chula Vista	motor sports	1156 kg	0.2707	996	1139	1151	0.8178	0.9945	football	172	997
4	259 m^2	0.5727	Long Beach	tennis	575 kg	1.2267	831	665	1106	0.5655	1.1671	badminton	633	972
2	1063 m^2	0.9677	Los Angeles	basketball	1103 kg	0.1041	864	751	407	0.4089	0.8355	basketball, running	825	941
4	422 m^2	1.107	Chula Vista	tennis	851 kg	1.2414	1318	590	1190	0.6196	0.7255	badminton	418	1071
6	1141 m^2	0.6749	Bakersfield	volleyball	616 kg	1.0488	353	1056	935	1.1175	0.098	boxing	1087	862
